claim,gold_label,retrieved_evidence,retrieval_sim,formatted_text,deberta_prob,deberta_pred
53% of perinatal mortality is due to low birth weight.,,Role of birthweight in the etiology of breast cancer.. Breast cancer may originate in utero. We reviewed the available evidence on the association between birthweight and the risk of breast cancer. To,0.9262720346450806,"Question: 53% of perinatal mortality is due to low birth weight.
Knowledge: Role of birthweight in the etiology of breast cancer.. Breast cancer may originate in utero. We reviewed the available evidence on the association between birthweight and the risk of breast cancer. To date, 26 research papers addressing this issue have been published. The majority of studies identified a positive link between birthweight and premenopausal, but not postmenopausal, breast cancer. The relative risk estimate for breast cancer comparing women with high birthweight to women with low birthweight combining all studies including both pre- and postmenopausal breast cancer was 1.23 (95% confidence interval 1.13-1.34). The mechanisms underlying this association likely include elevated levels of growth factors that may increase the number of susceptible stem cells in the mammary gland or initiate tumors through DNA mutations. Loss of imprinting (LOI) of growth hormone genes relevant for intrauterine growth, such as insulin-like growth factor 2 (IGF2), leads to abnormally high levels of these hormones evidenced by high birthweight. LOI of IGF2 has also been found in mammary tumor tissue. The role of environmental factors that stimulate such epigenetic regulation of gene expression remains to be elucidated.

Answer: 53% of perinatal mortality is due to low birth weight.",0.9996323585510254,1
61% of colorectal cancer patients are diagnosed with regional or distant metastases.,,"Nationwide trends in incidence, treatment and survival of colorectal cancer patients with synchronous metastases. The aim of this study was to determine trends in incidence, treatment and survival of ",0.9411858320236206,"Question: 61% of colorectal cancer patients are diagnosed with regional or distant metastases.
Knowledge: Nationwide trends in incidence, treatment and survival of colorectal cancer patients with synchronous metastases. The aim of this study was to determine trends in incidence, treatment and survival of colorectal cancer (CRC) patients with synchronous metastases (Stage IV) in the Netherlands. This nationwide population-based study included 160,278 patients diagnosed with CRC between 1996 and 2011. We evaluated changes in stage distribution, location of synchronous metastases and treatment in four consecutive periods, using Chi square tests for trend. Median survival in months was determined, using Kaplan–Meier analysis. The proportion of Stage IV CRC patients (n = 33,421) increased from 19 % (1996–1999) to 23 % (2008–2011, p < 0.001). This was predominantly due to a major increase in the incidence of lung metastases (1.7–5.0 % of all CRC patients). During the study period, the primary tumor was resected less often in Stage IV patients (65–46 %) and the use of systemic treatment has increased (29–60 %). Also an increase in metastasectomy was found in patients with one metastatic site, especially in patients with liver-only disease (5–18 %, p < 0.001). Median survival of all Stage IV CRC patients increased from 7 to 12 months. Especially in patients with metastases confined to the liver or lungs this improvement in survival was apparent (9–16 and 12–24 months respectively, both p < 0.001). In the last two decades, more lung metastases were detected and an increasing proportion of

Answer: 61% of colorectal cancer patients are diagnosed with regional or distant metastases.",0.9996237754821777,1
7-day-old adult Caenorhabditis elegans exhibit approximately 5% of the learning capacity seen in 1-day old adults.,,"Decrease of learning capacity in offspring with increasing paternal age in the rat.. The same 15 male Wistar rats at the ages of 2.5, 6, 10, 14, 18, and 22 months were successively randomly mated with",0.915145218372345,"Question: 7-day-old adult Caenorhabditis elegans exhibit approximately 5% of the learning capacity seen in 1-day old adults.
Knowledge: Decrease of learning capacity in offspring with increasing paternal age in the rat.. The same 15 male Wistar rats at the ages of 2.5, 6, 10, 14, 18, and 22 months were successively randomly mated with 2.5-month-old females. In a separate experiment, 15 male Wistar rats at the age of 2.5 months and 15 at the age of 23 months were simultaneously randomly mated with 2.5-month-old females. Offspring were evaluated in regard to the mean number per litter, sex ratio, frequency of gross external malformations, growth pattern, and mortality in the first 13 weeks of life and reproductive capacity at 13 weeks of age. They were also evaluated for spontaneous activity and emotionality with an open field test and for learning capacity with an avoidance conditioning test, both carried out between 10 and 13 weeks of age. Only learning capacity of the offspring, expressed in percentage of success for male or female, decreased consistently and significantly as the father's age increased. But females did not seem to be affected in the same way as males. The genetic implications are briefly discussed.

Answer: 7-day-old adult Caenorhabditis elegans exhibit approximately 5% of the learning capacity seen in 1-day old adults.",0.9996252059936523,1
7-day-old adult Caenorhabditis elegans exhibit approximately 75% of the learning capacity seen in 1-day old adults.,,"Decrease of learning capacity in offspring with increasing paternal age in the rat.. The same 15 male Wistar rats at the ages of 2.5, 6, 10, 14, 18, and 22 months were successively randomly mated with",0.9156596660614014,"Question: 7-day-old adult Caenorhabditis elegans exhibit approximately 75% of the learning capacity seen in 1-day old adults.
Knowledge: Decrease of learning capacity in offspring with increasing paternal age in the rat.. The same 15 male Wistar rats at the ages of 2.5, 6, 10, 14, 18, and 22 months were successively randomly mated with 2.5-month-old females. In a separate experiment, 15 male Wistar rats at the age of 2.5 months and 15 at the age of 23 months were simultaneously randomly mated with 2.5-month-old females. Offspring were evaluated in regard to the mean number per litter, sex ratio, frequency of gross external malformations, growth pattern, and mortality in the first 13 weeks of life and reproductive capacity at 13 weeks of age. They were also evaluated for spontaneous activity and emotionality with an open field test and for learning capacity with an avoidance conditioning test, both carried out between 10 and 13 weeks of age. Only learning capacity of the offspring, expressed in percentage of success for male or female, decreased consistently and significantly as the father's age increased. But females did not seem to be affected in the same way as males. The genetic implications are briefly discussed.

Answer: 7-day-old adult Caenorhabditis elegans exhibit approximately 75% of the learning capacity seen in 1-day old adults.",0.9996252059936523,1
70% of burn patients are admitted for hospitalization and further treatment after appearing at hospital emergency wards or outpatient clinics.,,"ABC of burns. Introduction.. Burns are one of the most devastating conditions encountered in medicine. The injury represents an assault on all aspects of the patient, from the physical to the psycholo",0.9381418228149414,"Question: 70% of burn patients are admitted for hospitalization and further treatment after appearing at hospital emergency wards or outpatient clinics.
Knowledge: ABC of burns. Introduction.. Burns are one of the most devastating conditions encountered in medicine. The injury represents an assault on all aspects of the patient, from the physical to the psychological. It affects all ages, from babies to elderly people, and is a problem in both the developed and developing world. All of us have experienced the severe pain that even a small burn can bring. However the pain and distress caused by a large burn are not limited to the immediate event. The visible physical and the invisible psychological scars are long lasting and often lead to chronic disability. Burn injuries represent a diverse and varied challenge to medical and paramedical staff. Correct management requires a skilled multidisciplinary approach that addresses all the problems facing a burn patient.     This series provides an overview of the most important aspects of burn injuries for hospital and non-hospital healthcare workers.​workers.         Figure 1    Top: Child with 70% full thickness burns, which required resuscitation, intensive care support, and extensive debridement and skin grafting. Left: The same child one year later at a burns camp, having made a good recovery. A reasonable outcome is possible ...

Answer: 70% of burn patients are admitted for hospitalization and further treatment after appearing at hospital emergency wards or outpatient clinics.",0.9996427297592163,1
76-85% of people with severe mental disorder receive no treatment in low and middle income countries.,SUPPORT,"Prevalence, severity, and unmet need for treatment of mental disorders in the World Health Organization World Mental Health Surveys.. CONTEXT Little is known about the extent or severity of untreated ",0.9530311226844788,"Question: 76-85% of people with severe mental disorder receive no treatment in low and middle income countries.
Knowledge: Prevalence, severity, and unmet need for treatment of mental disorders in the World Health Organization World Mental Health Surveys.. CONTEXT Little is known about the extent or severity of untreated mental disorders, especially in less-developed countries.   
 OBJECTIVE To estimate prevalence, severity, and treatment of Diagnostic and Statistical Manual of Mental Disorders, Fourth Edition (DSM-IV) mental disorders in 14 countries (6 less developed, 8 developed) in the World Health Organization (WHO) World Mental Health (WMH) Survey Initiative.   
 DESIGN, SETTING, AND PARTICIPANTS Face-to-face household surveys of 60 463 community adults conducted from 2001-2003 in 14 countries in the Americas, Europe, the Middle East, Africa, and Asia.   
 MAIN OUTCOME MEASURES The DSM-IV disorders, severity, and treatment were assessed with the WMH version of the WHO Composite International Diagnostic Interview (WMH-CIDI), a fully structured, lay-administered psychiatric diagnostic interview.   
 RESULTS The prevalence of having any WMH-CIDI/DSM-IV disorder in the prior year varied widely, from 4.3% in Shanghai to 26.4% in the United States, with an interquartile range (IQR) of 9.1%-16.9%. Between 33.1% (Colombia) and 80.9% (Nigeria) of 12-month cases were mild (IQR, 40.2%-53.3%). Serious disorders were associated with substantial role disability. Although disorder severity was correlated with probability of treatment in almost all countries, 35.5% to 50.3% of serious cases in developed co

Answer: 76-85% of people with severe mental disorder receive no treatment in low and middle income countries.",0.9995720982551575,1
90% of patients with melanoma and an objective response to PD-1 blockade will experience a progression in their melanoma.,,Association of Pembrolizumab With Tumor Response and Survival Among Patients With Advanced Melanoma.. IMPORTANCE The programmed death 1 (PD-1) pathway limits immune responses to melanoma and can be bl,0.9573134183883667,"Question: 90% of patients with melanoma and an objective response to PD-1 blockade will experience a progression in their melanoma.
Knowledge: Association of Pembrolizumab With Tumor Response and Survival Among Patients With Advanced Melanoma.. IMPORTANCE The programmed death 1 (PD-1) pathway limits immune responses to melanoma and can be blocked with the humanized anti-PD-1 monoclonal antibody pembrolizumab.   
 OBJECTIVE To characterize the association of pembrolizumab with tumor response and overall survival among patients with advanced melanoma.   
 DESIGN, SETTINGS, AND PARTICIPANTS Open-label, multicohort, phase 1b clinical trials (enrollment, December 2011-September 2013). Median duration of follow-up was 21 months. The study was performed in academic medical centers in Australia, Canada, France, and the United States. Eligible patients were aged 18 years and older and had advanced or metastatic melanoma. Data were pooled from 655 enrolled patients (135 from a nonrandomized cohort [n = 87 ipilimumab naive; n = 48 ipilimumab treated] and 520 from randomized cohorts [n = 226 ipilimumab naive; n = 294 ipilimumab treated]). Cutoff dates were April 18, 2014, for safety analyses and October 18, 2014, for efficacy analyses.    EXPOSURES Pembrolizumab 10 mg/kg every 2 weeks, 10 mg/kg every 3 weeks, or 2 mg/kg every 3 weeks continued until disease progression, intolerable toxicity, or investigator decision.   
 MAIN OUTCOMES AND MEASURES The primary end point was confirmed objective response rate (best overall response of complete response or partial response) in patients with measurable disease at baseline per indepe

Answer: 90% of patients with melanoma and an objective response to PD-1 blockade will experience a progression in their melanoma.",0.9995813965797424,1
90% of sudden infant death syndrome (SIDS) deaths happen in newborns aged less than 6 months.,,"Sudden infant death syndrome.. Despite declines in prevalence during the past two decades, sudden infant death syndrome (SIDS) continues to be the leading cause of death for infants aged between 1 mon",0.9689934253692627,"Question: 90% of sudden infant death syndrome (SIDS) deaths happen in newborns aged less than 6 months.
Knowledge: Sudden infant death syndrome.. Despite declines in prevalence during the past two decades, sudden infant death syndrome (SIDS) continues to be the leading cause of death for infants aged between 1 month and 1 year in developed countries. Behavioural risk factors identified in epidemiological studies include prone and side positions for infant sleep, smoke exposure, soft bedding and sleep surfaces, and overheating. Evidence also suggests that pacifier use at sleep time and room sharing without bed sharing are associated with decreased risk of SIDS. Although the cause of SIDS is unknown, immature cardiorespiratory autonomic control and failure of arousal responsiveness from sleep are important factors. Gene polymorphisms relating to serotonin transport and autonomic nervous system development might make affected infants more vulnerable to SIDS. Campaigns for risk reduction have helped to reduce SIDS incidence by 50-90%. However, to reduce the incidence even further, greater strides must be made in reducing prenatal smoke exposure and implementing other recommended infant care practices. Continued research is needed to identify the pathophysiological basis of SIDS.

Answer: 90% of sudden infant death syndrome (SIDS) deaths happen in newborns aged less than 6 months.",0.9996322393417358,1
A 100g dose of chloroquine chemoprophylactic regimen results in retinal toxicity after 1 year of weekly intake.,,Efficacy of monthly tafenoquine for prophylaxis of Plasmodium vivax and multidrug-resistant P. falciparum malaria.. We assessed monthly doses of tafenoquine for preventing Plasmodium vivax and multidr,0.9258405566215515,"Question: A 100g dose of chloroquine chemoprophylactic regimen results in retinal toxicity after 1 year of weekly intake.
Knowledge: Efficacy of monthly tafenoquine for prophylaxis of Plasmodium vivax and multidrug-resistant P. falciparum malaria.. We assessed monthly doses of tafenoquine for preventing Plasmodium vivax and multidrug-resistant P. falciparum malaria. In a randomized, double-blind, placebo-controlled study, 205 Thai soldiers received either a loading dose of tafenoquine 400 mg (base) daily for 3 days, followed by single monthly 400-mg doses (n = 104), or placebo (n = 101), for up to 5 consecutive months. In volunteers completing follow-up (96 tafenoquine and 91 placebo recipients), there were 22 P. vivax, 8 P. falciparum, and 1 mixed infection. All infections except 1 P. vivax occurred in placebo recipients, giving tafenoquine a protective efficacy of 97% for all malaria (95% confidence interval [CI], 82%-99%), 96% for P. vivax malaria (95% CI, 76%-99%), and 100% for P. falciparum malaria (95% CI, 60%-100%). Monthly tafenoquine was safe, well tolerated, and highly effective in preventing P. vivax and multidrug-resistant P. falciparum malaria in Thai soldiers during 6 months of prophylaxis.

Answer: A 100g dose of chloroquine chemoprophylactic regimen results in retinal toxicity after 1 year of weekly intake.",0.9996318817138672,1
A 100g dose of chloroquine chemoprophylactic regimen results in retinal toxicity after 5-6 years of weekly intake.,,Human T Cell Leukemia Virus Reactivation with Progression of Adult T-Cell Leukemia-Lymphoma. BACKGROUND Human T-cell leukemia virus-associated adult T-cell leukemia-lymphoma (ATLL) has a very poor pro,0.9276983737945557,"Question: A 100g dose of chloroquine chemoprophylactic regimen results in retinal toxicity after 5-6 years of weekly intake.
Knowledge: Human T Cell Leukemia Virus Reactivation with Progression of Adult T-Cell Leukemia-Lymphoma. BACKGROUND Human T-cell leukemia virus-associated adult T-cell leukemia-lymphoma (ATLL) has a very poor prognosis, despite trials of a variety of different treatment regimens. Virus expression has been reported to be limited or absent when ATLL is diagnosed, and this has suggested that secondary genetic or epigenetic changes are important in disease pathogenesis.   
 METHODS AND FINDINGS We prospectively investigated combination chemotherapy followed by antiretroviral therapy for this disorder. Nineteen patients were prospectively enrolled between 2002 and 2006 at five medical centers in a phase II clinical trial of infusional chemotherapy with etoposide, doxorubicin, and vincristine, daily prednisone, and bolus cyclophosphamide (EPOCH) given for two to six cycles until maximal clinical response, and followed by antiviral therapy with daily zidovudine, lamivudine, and alpha interferon-2a for up to one year. Seven patients were on study for less than one month due to progressive disease or chemotherapy toxicity. Eleven patients achieved an objective response with median duration of response of thirteen months, and two complete remissions. During chemotherapy induction, viral RNA expression increased (median 190-fold), and virus replication occurred, coincident with development of disease progression.   
 CONCLUSIONS EPOCH chemotherapy followed by antiretroviral therapy is an active the

Answer: A 100g dose of chloroquine chemoprophylactic regimen results in retinal toxicity after 5-6 years of weekly intake.",0.9996100068092346,1
A T helper 2 cell (Th2) environment impedes disease development in patients with systemic lupus erythematosus (SLE).,CONTRADICT,"Type 2 cytokines: mechanisms and therapeutic strategies. Type 2 immune responses are defined by the cytokines interleukin-4 (IL-4), IL-5, IL-9 and IL-13, which can either be host protective or have pa",0.944638192653656,"Question: A T helper 2 cell (Th2) environment impedes disease development in patients with systemic lupus erythematosus (SLE).
Knowledge: Type 2 cytokines: mechanisms and therapeutic strategies. Type 2 immune responses are defined by the cytokines interleukin-4 (IL-4), IL-5, IL-9 and IL-13, which can either be host protective or have pathogenic activity. Type 2 immunity promotes antihelminth immunity, suppresses type 1-driven autoimmune disease, neutralizes toxins, maintains metabolic homeostasis, and regulates wound repair and tissue regeneration pathways following infection or injury. Nevertheless, when type 2 responses are dysregulated, they can become important drivers of disease. Type 2 immunity induces a complex inflammatory response characterized by eosinophils, mast cells, basophils, type 2 innate lymphoid cells, IL-4-and/or IL-13-conditioned macrophages and T helper 2 (TH2) cells, which are crucial to the pathogenesis of many allergic and fibrotic disorders. As chronic type 2 immune responses promote disease, the mechanisms that regulate their maintenance are thought to function as crucial disease modifiers. This Review discusses the many endogenous negative regulatory mechanisms that antagonize type 2 immunity and highlights how therapies that target some of these pathways are being developed to treat type 2-mediated disease.

Answer: A T helper 2 cell (Th2) environment impedes disease development in patients with systemic lupus erythematosus (SLE).",0.9996325969696045,1
A breast cancer patient's capacity to metabolize tamoxifen influences treatment outcome.,SUPPORT,"Association between CYP2D6 polymorphisms and outcomes among women with early stage breast cancer treated with tamoxifen.. CONTEXT The growth inhibitory effect of tamoxifen, which is used for the treat",0.9544366598129272,"Question: A breast cancer patient's capacity to metabolize tamoxifen influences treatment outcome.
Knowledge: Association between CYP2D6 polymorphisms and outcomes among women with early stage breast cancer treated with tamoxifen.. CONTEXT The growth inhibitory effect of tamoxifen, which is used for the treatment of hormone receptor-positive breast cancer, is mediated by its metabolites, 4-hydroxytamoxifen and endoxifen. The formation of active metabolites is catalyzed by the polymorphic cytochrome P450 2D6 (CYP2D6) enzyme.   
 OBJECTIVE To determine whether CYP2D6 variation is associated with clinical outcomes in women receiving adjuvant tamoxifen.   
 DESIGN, SETTING, AND PATIENTS Retrospective analysis of German and US cohorts of patients treated with adjuvant tamoxifen for early stage breast cancer. The 1325 patients had diagnoses between 1986 and 2005 of stage I through III breast cancer and were mainly postmenopausal (95.4%). Last follow-up was in December 2008; inclusion criteria were hormone receptor positivity, no metastatic disease at diagnosis, adjuvant tamoxifen therapy, and no chemotherapy. DNA from tumor tissue or blood was genotyped for CYP2D6 variants associated with reduced (*10, *41) or absent (*3, *4, *5) enzyme activity. Women were classified as having an extensive (n=609), heterozygous extensive/intermediate (n=637), or poor (n=79) CYP2D6 metabolism.   
 MAIN OUTCOME MEASURES Time to recurrence, event-free survival, disease-free survival, and overall survival.   
 RESULTS Median follow-up was 6.3 years. At 9 years of follow-up, the recurrence rates were 14.9% for

Answer: A breast cancer patient's capacity to metabolize tamoxifen influences treatment outcome.",0.9995998740196228,1
A country's Vaccine Alliance (GAVI) eligibility is not indictivate of accelerated adoption of the Hub vaccine.,CONTRADICT,"Accelerating Policy Decisions to Adopt Haemophilus influenzae Type b Vaccine: A Global, Multivariable Analysis. BACKGROUND Adoption of new and underutilized vaccines by national immunization programs ",0.9193817973136902,"Question: A country's Vaccine Alliance (GAVI) eligibility is not indictivate of accelerated adoption of the Hub vaccine.
Knowledge: Accelerating Policy Decisions to Adopt Haemophilus influenzae Type b Vaccine: A Global, Multivariable Analysis. BACKGROUND Adoption of new and underutilized vaccines by national immunization programs is an essential step towards reducing child mortality. Policy decisions to adopt new vaccines in high mortality countries often lag behind decisions in high-income countries. Using the case of Haemophilus influenzae type b (Hib) vaccine, this paper endeavors to explain these delays through the analysis of country-level economic, epidemiological, programmatic and policy-related factors, as well as the role of the Global Alliance for Vaccines and Immunisation (GAVI Alliance).   
 METHODS AND FINDINGS Data for 147 countries from 1990 to 2007 were analyzed in accelerated failure time models to identify factors that are associated with the time to decision to adopt Hib vaccine. In multivariable models that control for Gross National Income, region, and burden of Hib disease, the receipt of GAVI support speeded the time to decision by a factor of 0.37 (95% CI 0.18-0.76), or 63%. The presence of two or more neighboring country adopters accelerated decisions to adopt by a factor of 0.50 (95% CI 0.33-0.75). For each 1% increase in vaccine price, decisions to adopt are delayed by a factor of 1.02 (95% CI 1.00-1.04). Global recommendations and local studies were not associated with time to decision.   
 CONCLUSIONS This study substantiates previous findings related to vaccine price and pres

Answer: A country's Vaccine Alliance (GAVI) eligibility is not indictivate of accelerated adoption of the Hub vaccine.",0.9996060729026794,1
A deficiency of folate increases blood levels of homocysteine.,SUPPORT,"British Journal of Nutrition (2003), 89, 295–301 q The Authors 2003 DOI: 10.1079/BJN2002776 Plasma homocysteine concentration is decreased by dietary intervention*. High plasma total homocysteine (tHc",0.9508382678031921,"Question: A deficiency of folate increases blood levels of homocysteine.
Knowledge: British Journal of Nutrition (2003), 89, 295–301 q The Authors 2003 DOI: 10.1079/BJN2002776 Plasma homocysteine concentration is decreased by dietary intervention*. High plasma total homocysteine (tHcy) concentration is reported to be a risk factor for vascular diseases. We investigated the extent to which serum folate and plasma tHcy respond to a high intake of natural folate from food. Thirty-seven healthy females volunteered t o participate in a crossover dietary intervention. The study included a baseline period and two 5-week diet periods (low- and high-folate diets) with a 3-week washout in between. The low-folate diet contained one serving of both vegetables and fruit/d, while during the high-folate diet the subjects ate at least seven servings of vegetables, berries, and citrus fruit/d. Serum and erythrocyte (RBC) folate, serum vitamin B (12), and plasma tHcy concentrations were measured at the base-line and at the end of each diet period. The mean concentrations of serum and RBC folate were 11.0 (SD 3.0) nmol/l and 412 (SD 120) nmol/l at the end of the low-folate diet and 78 (95 % CI 62, 94) % and 14 (95 % CI 8, 20) % higher in response to the high-folate diet (P< 0.001). The serum concentration of vitamin B12 remained unchanged during the intervention. The mean plasma tHcy concentration was 8.0 pmol/ at the end of the low-folate diet and decreased by 13 (95% CI 9, 18) % in response to the high-folate diet (P<0.001). In conclusion, a diet high in fresh berries, citru

Answer: A deficiency of folate increases blood levels of homocysteine.",0.9996028542518616,1
